Customer Class_,Customer Subclass_,Lower Limit Demand_,Upper Limit Demand_,Lower Limit Consumption_,Upper Limit Consumption_,Supply Period Start_,Supply Period End_,Supply Period_,kWh Attributable_,kW Attributable_,Generation Charge_per kWh,Transmission Charge_per kWh,Distribution Charge_per kWh,Supply Charge_per kWh,Metering Charge_per kWh,System Loss Charge_per kWh,UC-ME_per kWh,UC-EC_per kWh,UC-SCC_per kWh,Fit-All (Renewable)_per kWh,Lifeline Rate Subsidy_per kWh,Senior Citizen Subsidy_per kWh,Power Act Reduction_per kWh,Distribution Rate True-Up_per kWh,Current RPT Charge_per kWh,UC-ME for (NPC-SPUG)_per kWh,UC-ME for (RED-CI)_per kWh,UC-SD_per kWh,Prev. Mos' Adj on Gen Cost_per kWh,Dist Rate True-Up 1_per kWh,Dist Rate True-Up 2_per kWh,Dist Rate True-Up 3_per kWh,Dist Rate True-Up 4_per kWh,Cross Subsidy Charge_per kWh,For Non-lifeline: Lifeline Subsidy_per kWh,Current RPT_per kWh,Prev. Mos' Adj on Gen_per kWh,Reset Cost Adjustment_per kWh,Total per kWh_,Transmission Charge_per kW,Distribution Charge_per kW,Total per kW_,Supply Charge_per cust/mo,Metering Charge_per cust/mo,Total per cust/mo_,Lifeline Discount_%,Special Discount_%,For Lifeline: Applicable Discounts_%,Total %_,Power Factor Adj_Penalty,Power Factor Adj_Disc
FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,03-26-21,04-25-21,04-21,374.38660000000004,0.0,303.98,44.67,134.55,43.52,,20.28,,0.00,,6.59,5.94,(0.0134),,(19.23),,10.34,0.11,2.87,,,,,,,,,,,553.6066,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,03-26-21,04-25-21,04-21,625.8275999999998,0.0,508.14,74.67,224.92,72.74,,33.90,,0.00,,11.01,9.93,(0.0224),,(32.14),,17.29,0.19,4.79,,,,,,,,,,,925.4175999999999,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,03-26-21,04-25-21,04-21,972.2952,0.0,789.44,116.01,349.43,113.01,,52.67,,0.00,,17.10,15.43,(0.0348),,(49.94),,26.87,0.30,7.45,,,,,,,,,,,1437.7351999999998,,,0.0,,,0.0,,,,0.0,,
Residential,0 TO 20 KWH,,,0.0,20.0,03-26-22,04-25-22,04-22,7.0911,0.0,5.8724,0.8331,1.0012,0.5085,0.3377,0.5392,,0.0000,,0.0983,,,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,8.9254,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
Residential,21 TO 50 KWH,,,21.0,50.0,03-26-22,04-25-22,04-22,7.0911,0.0,5.8724,0.8331,1.0012,0.5085,0.3377,0.5392,,0.0000,,0.0983,,,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,8.9254,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
Residential,51 TO 70 KWH,,,51.0,70.0,03-26-22,04-25-22,04-22,7.0911,0.0,5.8724,0.8331,1.0012,0.5085,0.3377,0.5392,,0.0000,,0.0983,,,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,8.9254,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
Residential,71 TO 100 KWH,,,71.0,100.0,03-26-22,04-25-22,04-22,7.0911,0.0,5.8724,0.8331,1.0012,0.5085,0.3377,0.5392,,0.0000,,0.0983,,,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,8.9254,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
Residential,101 TO 200 KWH,,,101.0,200.0,03-26-22,04-25-22,04-22,7.1849,0.0,5.8724,0.8331,1.0012,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,9.0192,,,0.0,16.73,5.00,21.73,,,,0.0,,
Residential,201 TO 300 KWH,,,201.0,300.0,03-26-22,04-25-22,04-22,7.1849,0.0,5.8724,0.8331,1.3183,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,9.3363,,,0.0,16.73,5.00,21.73,,,,0.0,,
Residential,301 TO 400 KWH,,,301.0,400.0,03-26-22,04-25-22,04-22,7.1849,0.0,5.8724,0.8331,1.6175,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,9.635499999999999,,,0.0,16.73,5.00,21.73,,,,0.0,,
Residential,OVER 400 KWH,,,,,03-26-22,04-25-22,04-22,7.1849,0.0,5.8724,0.8331,2.1387,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,(0.0021),,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,10.156699999999999,,,0.0,16.73,5.00,21.73,,,,0.0,,
General Service A,0 TO 200 KWH,,,0.0,200.0,03-26-22,04-25-22,04-22,7.186999999999999,0.0,5.8724,0.8331,1.0012,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,9.021299999999998,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
General Service A,201 TO 300 KWH,,,201.0,300.0,03-26-22,04-25-22,04-22,7.186999999999999,0.0,5.8724,0.8331,1.3183,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,9.338399999999998,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
General Service A,301 TO 400 KWH,,,301.0,400.0,03-26-22,04-25-22,04-22,7.186999999999999,0.0,5.8724,0.8331,1.6175,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,9.637599999999997,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
General Service A,OVER 400 KWH,,,,,03-26-22,04-25-22,04-22,7.186999999999999,0.0,5.8724,0.8331,2.1387,0.5085,0.3377,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.2761),(0.1923),,,,,,,,10.158799999999998,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
General Service B,General Service B,5.0,40.0,,,03-26-22,04-25-22,04-22,6.5019,0.0,5.8724,,0.1368,,,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.1811),(0.1262),,,,,,,,6.638699999999999,273.3300,237.15,510.48,371.48,362.34,733.8199999999999,,3%,,3.0,,
General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,03-26-22,04-25-22,04-22,6.6754,0.0,5.8724,,0.1368,,,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.812199999999999,291.2300,237.15,528.38,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,03-26-22,04-25-22,04-22,6.6754,0.0,5.8724,,0.1368,,,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.812199999999999,291.2300,237.15,528.38,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
General Power (GP) Secondary,VERY LARGE SECONDARY,200.0,750.0,,,03-26-22,04-25-22,04-22,6.6754,0.0,5.8724,,0.1368,,,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.812199999999999,291.2300,237.15,528.38,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,03-26-22,04-25-22,04-22,6.377199999999999,0.0,5.8724,,0.0513,,,0.2410,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.4285,297.1300,182.66,479.78999999999996,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,03-26-22,04-25-22,04-22,6.377199999999999,0.0,5.8724,,0.0513,,,0.2410,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.4285,297.1300,182.66,479.78999999999996,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,200.0,750.0,,,03-26-22,04-25-22,04-22,6.377199999999999,0.0,5.8724,,0.0513,,,0.2410,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.4285,297.1300,182.66,479.78999999999996,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,03-26-22,04-25-22,04-22,6.377199999999999,0.0,5.8724,,0.0513,,,0.2410,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.4285,317.3300,182.66,499.99,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,03-26-22,04-25-22,04-22,6.377199999999999,0.0,5.8724,,0.0513,,,0.2410,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.4285,317.3300,182.66,499.99,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,200.0,750.0,,,03-26-22,04-25-22,04-22,6.377199999999999,0.0,5.8724,,0.0513,,,0.2410,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.4285,317.3300,182.66,499.99,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,03-26-22,04-25-22,04-22,6.2478,0.0,5.8724,,0.0513,,,0.1116,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.299099999999999,332.6300,143.32,475.95,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,200.0,750.0,,,03-26-22,04-25-22,04-22,6.2478,0.0,5.8724,,0.0513,,,0.1116,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.0789),(0.0549),,,,,,,,6.299099999999999,332.6300,143.32,475.95,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
GHMSCI,GHMSCI,,,,,03-26-22,04-25-22,04-22,6.6115,0.0,5.8724,1.0186,0.8667,,,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,(0.1165),(0.0812),,,,,,,,8.4968,,,0.0,278.59,278.46,557.05,,,,0.0,,
FLAT STREETLIGHTS,Per kWh,,,,,03-26-22,04-25-22,04-22,7.4587,0.0,5.8724,0.8527,2.0082,0.6495,,0.5392,,0.0000,,0.0983,0.0937,0.0001,,,0.0066,0.1544,0.0017,0.0428,,,,,,,,,,,10.3196,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,03-26-22,04-25-22,04-22,292.8214,0.0,246.64,35.81,84.34,27.28,,22.65,,0.0000,,4.13,3.94,0.0042,,,0.2772,6.48,0.07,1.80,,(12.05),(8.40),,,,,,,,412.9714,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,03-26-22,04-25-22,04-22,467.11889999999994,0.0,393.45,57.13,134.55,43.52,,36.13,,0.0000,,6.59,6.28,0.0067,,,0.4422,10.34,0.11,2.87,,(19.23),(13.39),,,,,,,,658.7989,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,03-26-22,04-25-22,04-22,780.8304,0.0,657.71,95.50,224.92,72.74,,60.39,,0.0000,,11.01,10.49,0.0112,,,0.7392,17.29,0.19,4.79,,(32.14),(22.39),,,,,,,,1101.2504,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,03-26-22,04-25-22,04-22,191.29579999999999,0.0,"1,021.80",148.37,349.43,113.01,,93.82,,0.0000,,17.10,16.30,0.0174,,,1.1484,26.87,0.30,7.45,,(49.94),(34.78),,,,,,,,689.0958,,,0.0,,,0.0,,,,0.0,,
Residential,0 TO 20 KWH,,,0.0,20.0,03-26-23,04-25-23,04-23,8.1563,0.0,7.3295,0.8183,0.9803,0.4979,0.3350,0.6306,,0.0000,,0.0000,,,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,9.954899999999999,,,0.0,16.38,5.00,21.38,100.00%,,,100.0,,
Residential,21 TO 50 KWH,,,21.0,50.0,03-26-23,04-25-23,04-23,8.1563,0.0,7.3295,0.8183,0.9803,0.4979,0.3350,0.6306,,0.0000,,0.0000,,,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,9.954899999999999,,,0.0,16.38,5.00,21.38,50.00%,,,50.0,,
Residential,51 TO 70 KWH,,,51.0,70.0,03-26-23,04-25-23,04-23,8.1563,0.0,7.3295,0.8183,0.9803,0.4979,0.3350,0.6306,,0.0000,,0.0000,,,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,9.954899999999999,,,0.0,16.38,5.00,21.38,35.00%,,,35.0,,
Residential,71 TO 100 KWH,,,71.0,100.0,03-26-23,04-25-23,04-23,8.1563,0.0,7.3295,0.8183,0.9803,0.4979,0.3350,0.6306,,0.0000,,0.0000,,,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,9.954899999999999,,,0.0,16.38,5.00,21.38,20.00%,,,20.0,,
Residential,101 TO 200 KWH,,,101.0,200.0,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,0.9803,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,10.0861,,,0.0,16.38,5.00,21.38,,,,0.0,,
Residential,201 TO 300 KWH,,,201.0,300.0,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,1.2908,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,10.3966,,,0.0,16.38,5.00,21.38,,,,0.0,,
Residential,301 TO 400 KWH,,,301.0,400.0,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,1.5837,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,10.689499999999999,,,0.0,16.38,5.00,21.38,,,,0.0,,
Residential,OVER 400 KWH,,,,,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,2.0941,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,11.1999,,,0.0,16.38,5.00,21.38,,,,0.0,,
General Service A,0 TO 200 KWH,,,0.0,200.0,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,0.9803,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,10.0861,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
General Service A,201 TO 300 KWH,,,201.0,300.0,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,1.2908,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,10.3966,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
General Service A,301 TO 400 KWH,,,301.0,400.0,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,1.5837,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,10.689499999999999,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
General Service A,OVER 400 KWH,,,,,03-26-23,04-25-23,04-23,8.2875,0.0,7.3295,0.8183,2.0941,0.4979,0.3350,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.8656),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,11.1999,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
General Service B,General Service B,5.0,40.0,,,03-26-23,04-25-23,04-23,7.752400000000001,0.0,7.3295,,0.1339,,,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.5678),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.8863,267.4900,232.20,499.69,363.73,354.78,718.51,,3%,,3.0,,
General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,03-26-23,04-25-23,04-23,8.0729,0.0,7.3295,,0.1339,,,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,8.2068,282.2000,232.20,514.4,827.54,831.72,1659.26,,3%,,3.0,1.4%,0.7%
General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,03-26-23,04-25-23,04-23,8.0729,0.0,7.3295,,0.1339,,,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,8.2068,282.2000,232.20,514.4,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
General Power (GP) Secondary,VERY LARGE SECONDARY,200.0,750.0,,,03-26-23,04-25-23,04-23,8.0729,0.0,7.3295,,0.1339,,,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,8.2068,282.2000,232.20,514.4,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,03-26-23,04-25-23,04-23,7.6949000000000005,0.0,7.3295,,0.0502,,,0.2526,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.7451,286.5300,178.85,465.38,827.54,831.72,1659.26,,3%,,3.0,1.4%,0.7%
GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,03-26-23,04-25-23,04-23,7.6949000000000005,0.0,7.3295,,0.0502,,,0.2526,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.7451,286.5300,178.85,465.38,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,200.0,750.0,,,03-26-23,04-25-23,04-23,7.6949000000000005,0.0,7.3295,,0.0502,,,0.2526,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.7451,286.5300,178.85,465.38,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,03-26-23,04-25-23,04-23,7.6949000000000005,0.0,7.3295,,0.0502,,,0.2526,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.7451,308.3700,178.85,487.22,827.54,831.72,1659.26,,3%,,3.0,1.4%,0.7%
GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,03-26-23,04-25-23,04-23,7.6949000000000005,0.0,7.3295,,0.0502,,,0.2526,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.7451,308.3700,178.85,487.22,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,200.0,750.0,,,03-26-23,04-25-23,04-23,7.6949000000000005,0.0,7.3295,,0.0502,,,0.2526,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.7451,308.3700,178.85,487.22,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,03-26-23,04-25-23,04-23,7.5604000000000005,0.0,7.3295,,0.0502,,,0.1181,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.6106,319.3100,140.12,459.43,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,200.0,750.0,,,03-26-23,04-25-23,04-23,7.5604000000000005,0.0,7.3295,,0.0502,,,0.1181,,0.0000,,0.0000,0.1311,0.0001,,(0.2473),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,7.6106,319.3100,140.12,459.43,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
GHMSCI,GHMSCI,,,,,03-26-23,04-25-23,04-23,7.9548000000000005,0.0,7.3295,1.0275,0.8487,,,0.6306,,0.0000,,0.0000,0.1311,0.0001,,(0.3654),0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,9.831000000000001,,,0.0,272.78,272.64,545.42,,,,0.0,,
FLAT STREETLIGHTS,Per kWh,,,,,03-26-23,04-25-23,04-23,8.9561,0.0,7.3295,0.8355,1.9663,0.6359,,0.6306,,0.0000,,0.0000,0.1311,0.0001,,,0.0061,0.1783,0.0017,0.0428,,,,,,,,,,,11.7579,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,03-26-23,04-25-23,04-23,338.38419999999996,0.0,307.84,35.09,82.58,26.71,,26.49,,0.00,,0.00,5.51,0.0042,,(37.79),0.26,7.49,0.07,1.80,,,,,,,,,,,456.0542,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,03-26-23,04-25-23,04-23,539.7767,0.0,491.08,55.98,131.74,42.61,,42.25,,0.00,,0.00,8.78,0.0067,,(60.29),0.41,11.95,0.11,2.87,,,,,,,,,,,727.4967,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,03-26-23,04-25-23,04-23,902.2911999999999,0.0,820.90,93.58,220.23,71.22,,70.63,,0.00,,0.00,14.68,0.0112,,(100.78),0.68,19.97,0.19,4.79,,,,,,,,,,,1216.1012,,,0.0,,,0.0,,,,0.0,,
FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,03-26-23,04-25-23,04-23,126.45739999999999,0.0,"1,275.33",145.38,342.14,110.65,,109.72,,0.00,,0.00,22.81,0.0174,,(156.57),1.06,31.02,0.30,7.45,,,,,,,,,,,613.9774,,,0.0,,,0.0,,,,0.0,,
Residential,0 TO 20 KWH,,,0.0,20.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,0.9803,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,9.719999999999997,,,0.0,16.38,5.00,21.38,,,100.00%,100.0,,
Residential,21 TO 50 KWH,,,21.0,50.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,0.9803,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,9.719999999999997,,,0.0,16.38,5.00,21.38,,,50.00%,50.0,,
Residential,51 TO 70 KWH,,,51.0,70.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,0.9803,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,9.719999999999997,,,0.0,16.38,5.00,21.38,,,35.00%,35.0,,
Residential,71 TO 100 KWH,,,71.0,100.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,0.9803,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,9.719999999999997,,,0.0,16.38,5.00,21.38,,,20.00%,20.0,,
Residential,101 TO 200 KWH,,,101.0,200.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,0.9803,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,9.719999999999997,,,0.0,16.38,5.00,21.38,,,,0.0,,
Residential,201 TO 300 KWH,,,201.0,300.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,1.2908,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,10.030499999999998,,,0.0,16.38,5.00,21.38,,,,0.0,,
Residential,301 TO 400 KWH,,,301.0,400.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,1.5837,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,10.323399999999998,,,0.0,16.38,5.00,21.38,,,,0.0,,
Residential,OVER 400 KWH,,,,,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,2.0941,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,10.833799999999998,,,0.0,16.38,5.00,21.38,,,,0.0,,
General Service A,0 TO 200 KWH,,,0.0,200.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,0.9803,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,9.719999999999997,,,0.0,16.38,5.00,21.38,,,,0.0,,
General Service A,201 TO 300 KWH,,,201.0,300.0,03-26-24,04-25-24,04-24,8.1018,0.0,6.3889,0.6379,1.2908,0.4979,0.3350,0.5684,,0.0000,,0.0364,,0.0001,,,0.0058,0.2238,0.0017,0.0428,,,,,,,0.0010,,,,10.030499999999998,,,0.0,16.38,5.00,21.38,,,,0.0,,
